Date,Time (UTC),Exchange,Symbol,Side,Quantity,Price,Total USD,Fee (est.),Net Amount,Order ID,Mode,Notes
2026-05-13,00:21:53,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:21:54,BitGet,TIAUSDT,,,0.39,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,00:21:55,BitGet,SOLUSDT,,,88.02,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-13,00:21:57,BitGet,AXSUSDT,,,1.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:21:59,BitGet,LDOUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:22:00,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:22:01,BitGet,KAVAUSDT,BUY,33.112583,0.06,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,00:22:02,BitGet,VETUSDT,BUY,278.940028,0.01,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,00:26:48,BitGet,SUIUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:26:49,BitGet,ARBUSDT,,,0.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:26:50,BitGet,NEARUSDT,,,1.41,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:26:51,BitGet,LINKUSDT,,,9.53,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:26:53,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:26:54,BitGet,TIAUSDT,,,0.39,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,00:26:55,BitGet,SOLUSDT,,,88.02,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-13,00:26:56,BitGet,AXSUSDT,,,1.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:26:58,BitGet,LDOUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:26:59,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:27:00,BitGet,KAVAUSDT,BUY,33.112583,0.06,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,00:27:03,BitGet,VETUSDT,BUY,278.940028,0.01,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,00:31:48,BitGet,SUIUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:31:49,BitGet,ARBUSDT,,,0.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:31:50,BitGet,NEARUSDT,,,1.41,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:31:51,BitGet,LINKUSDT,,,9.53,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:31:52,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:31:52,BitGet,TIAUSDT,,,0.39,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,00:31:54,BitGet,SOLUSDT,,,88.02,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-13,00:31:54,BitGet,AXSUSDT,,,1.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:31:56,BitGet,LDOUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:31:57,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:31:58,BitGet,KAVAUSDT,BUY,33.112583,0.06,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,00:36:48,BitGet,SUIUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:36:48,BitGet,ARBUSDT,,,0.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:36:50,BitGet,NEARUSDT,,,1.41,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:36:50,BitGet,LINKUSDT,,,9.53,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:36:51,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:36:52,BitGet,TIAUSDT,,,0.39,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,00:36:53,BitGet,SOLUSDT,,,88.02,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-13,00:36:54,BitGet,AXSUSDT,,,1.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:36:55,BitGet,LDOUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:36:56,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:36:58,BitGet,KAVAUSDT,BUY,33.112583,0.06,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,00:41:47,BitGet,SUIUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:41:48,BitGet,ARBUSDT,,,0.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:41:49,BitGet,NEARUSDT,,,1.41,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:41:50,BitGet,LINKUSDT,,,9.53,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:41:51,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:41:53,BitGet,TIAUSDT,,,0.39,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,00:41:54,BitGet,SOLUSDT,,,88.02,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-13,00:41:55,BitGet,AXSUSDT,,,1.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:41:56,BitGet,LDOUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:41:57,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:41:58,BitGet,KAVAUSDT,BUY,33.112583,0.06,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,00:46:48,BitGet,SUIUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:46:49,BitGet,NEARUSDT,,,1.41,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:46:50,BitGet,LINKUSDT,,,9.53,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:46:51,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:46:52,BitGet,TIAUSDT,,,0.39,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,00:46:54,BitGet,SOLUSDT,,,88.02,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-13,00:46:54,BitGet,AXSUSDT,,,1.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:46:57,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:46:58,BitGet,KAVAUSDT,BUY,33.112583,0.06,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,00:51:48,BitGet,SUIUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:51:50,BitGet,NEARUSDT,,,1.41,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:51:51,BitGet,LINKUSDT,,,9.53,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:51:52,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:51:53,BitGet,TIAUSDT,,,0.39,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,00:51:54,BitGet,SOLUSDT,,,88.02,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-13,00:51:55,BitGet,AXSUSDT,,,1.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:51:58,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:51:59,BitGet,KAVAUSDT,BUY,33.112583,0.06,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,00:56:48,BitGet,SUIUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:56:49,BitGet,NEARUSDT,,,1.41,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:56:50,BitGet,LINKUSDT,,,9.53,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:56:51,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:56:52,BitGet,TIAUSDT,,,0.39,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,00:56:53,BitGet,SOLUSDT,,,88.02,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-13,00:56:54,BitGet,AXSUSDT,,,1.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,00:56:57,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,00:56:58,BitGet,KAVAUSDT,BUY,33.112583,0.06,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:01:47,BitGet,SUIUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:01:50,BitGet,LINKUSDT,,,9.51,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:01:51,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:01:52,BitGet,TIAUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-13,01:01:54,BitGet,SOLUSDT,BUY,0.022740,87.95,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:01:56,BitGet,AXSUSDT,,,1.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:01:57,BitGet,ICPUSDT,BUY,0.790514,2.53,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:01:58,BitGet,ETCUSDT,BUY,0.232019,8.62,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:01:59,BitGet,LDOUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:02:00,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,01:02:01,BitGet,KAVAUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:06:48,BitGet,SUIUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:06:51,BitGet,LINKUSDT,,,9.51,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:06:51,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:06:52,BitGet,TIAUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-13,01:06:54,BitGet,SOLUSDT,BUY,0.022740,87.95,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:06:56,BitGet,AXSUSDT,,,1.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:06:56,BitGet,ICPUSDT,BUY,0.790514,2.53,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:06:58,BitGet,ETCUSDT,BUY,0.232019,8.62,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:06:59,BitGet,LDOUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:07:00,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,01:07:00,BitGet,KAVAUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:11:47,BitGet,SUIUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:11:49,BitGet,LINKUSDT,,,9.51,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:11:50,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:11:51,BitGet,TIAUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-13,01:11:52,BitGet,SOLUSDT,BUY,0.022740,87.95,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:11:54,BitGet,AXSUSDT,,,1.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:11:54,BitGet,ICPUSDT,BUY,0.790514,2.53,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:11:56,BitGet,ETCUSDT,BUY,0.232019,8.62,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:11:57,BitGet,LDOUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:11:58,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,01:11:59,BitGet,KAVAUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:16:48,BitGet,SUIUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:16:50,BitGet,LINKUSDT,,,9.51,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:16:52,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:16:53,BitGet,TIAUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-13,01:16:54,BitGet,APTUSDT,,,1.00,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:16:54,BitGet,SOLUSDT,BUY,0.022740,87.95,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:16:55,BitGet,AXSUSDT,,,1.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:16:56,BitGet,ICPUSDT,BUY,0.790514,2.53,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:16:58,BitGet,ETCUSDT,BUY,0.232019,8.62,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:16:59,BitGet,LDOUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,01:17:00,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,01:17:01,BitGet,KAVAUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:17:02,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:21:47,BitGet,SUIUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:21:50,BitGet,LINKUSDT,,,9.51,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:21:51,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:21:52,BitGet,TIAUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-13,01:21:53,BitGet,APTUSDT,,,1.00,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:21:55,BitGet,SOLUSDT,BUY,0.022740,87.95,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:21:56,BitGet,AXSUSDT,,,1.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:21:58,BitGet,ICPUSDT,BUY,0.790514,2.53,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:21:59,BitGet,ETCUSDT,BUY,0.232019,8.62,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:22:01,BitGet,LDOUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,01:22:02,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,01:22:03,BitGet,KAVAUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:22:04,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:26:48,BitGet,SUIUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:26:50,BitGet,LINKUSDT,,,9.51,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:26:51,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:26:51,BitGet,TIAUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-13,01:26:52,BitGet,APTUSDT,,,1.00,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:26:53,BitGet,SOLUSDT,BUY,0.022740,87.95,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:26:54,BitGet,AXSUSDT,,,1.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:26:55,BitGet,ICPUSDT,BUY,0.790514,2.53,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:26:57,BitGet,ETCUSDT,BUY,0.232019,8.62,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:26:58,BitGet,LDOUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,01:26:59,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,01:26:59,BitGet,KAVAUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:27:00,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:31:47,BitGet,SUIUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:31:50,BitGet,LINKUSDT,,,9.51,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:31:50,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:31:52,BitGet,TIAUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-13,01:31:53,BitGet,APTUSDT,,,1.00,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,01:31:54,BitGet,SOLUSDT,BUY,0.022740,87.95,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:31:56,BitGet,AXSUSDT,,,1.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:31:57,BitGet,ICPUSDT,BUY,0.790514,2.53,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:31:58,BitGet,ETCUSDT,BUY,0.232019,8.62,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:31:59,BitGet,LDOUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,01:32:01,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,01:32:02,BitGet,KAVAUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:32:02,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:36:48,BitGet,SUIUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:36:50,BitGet,LINKUSDT,,,9.51,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:36:51,BitGet,OPUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:36:53,BitGet,TIAUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-13,01:36:54,BitGet,APTUSDT,,,1.00,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,01:36:55,BitGet,SOLUSDT,BUY,0.022740,87.95,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:36:57,BitGet,AXSUSDT,,,1.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-13,01:36:57,BitGet,ICPUSDT,BUY,0.790514,2.53,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:36:58,BitGet,ETCUSDT,BUY,0.232019,8.62,2.00,0.0020,2.00,,LIVE,"Error: BitGet order failed: Request URL NOT FOUND"
2026-05-13,01:37:01,BitGet,LDOUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,01:37:02,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 25 (snap-back setup in uptrend)"
2026-05-13,01:37:02,BitGet,KAVAUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:37:04,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-13,01:41:47,BitGet,SUIUSDT,,,0.97,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
